"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"3","12","1979-08","0.580906015","A",
"3","13","1979-08","0.456695984","A",
"3","19","1979-08","0.107763286","A",
"4","Total","1979-08","0.170984289","A",
"4","1","1979-08","0.170984289","A",
"5","Total","1979-08","0.080071237","A",
"5","8","1979-08","0.042498938","A",
"5","14","1979-08","0.108354719","A",
"5","15","1979-08","0.087854162","A",
"5","16","1979-08","0","A",
"5","17","1979-08","0.10104032","A",
"5","18","1979-08","0.092966008","A",
"5","20","1979-08","0.026504719","A",
"6","Total","1979-08","0.136303023","A",
"6","3","1979-08","0.185986428","A",
"6","4","1979-08","0.049067713","A",
"6","5","1979-08","0.050991914","A",
"6","6","1979-08","0.085042049","A",
"6","7","1979-08","0.096482765","A",
"6","9","1979-08","0.115998067","A",
"7","Total","1979-08","0.866496693","A",
"7","21","1979-08","0.866496693","A",
"Total","Total","1979-07","0.285635413","A",
"1","Total","1979-07","0.454356483","A",
"1","22","1979-07","0.250036296","A",
"1","23","1979-07","0.126449129","A",
"1","25","1979-07","0.924190525","A",
"2","Total","1979-07","0.280599719","A",
"2","2","1979-07","0.20742315","A",
"2","10","1979-07","0.226633223","A",
"2","11","1979-07","0.284301268","A",
"2","24","1979-07","0.574705944","A",
"2","26","1979-07","0.613255501","A",
"3","Total","1979-07","0.353113306","A",
"3","12","1979-07","0.666721677","A",
"3","13","1979-07","0.467985098","A",
"3","19","1979-07","0.116422836","A",
"4","Total","1979-07","0.181021102","A",
"4","1","1979-07","0.181021102","A",
"5","Total","1979-07","0.080307436","A",
"5","8","1979-07","0.042498938","A",
"5","14","1979-07","0.136869119","A",
"5","15","1979-07","0.105424995","A",
"5","16","1979-07","0.015605493","A",
"5","17","1979-07","0.099346907","A",
"5","18","1979-07","0.077253444","A",
"5","20","1979-07","0.027657098","A",
"6","Total","1979-07","0.117735429","A",
"6","3","1979-07","0.167309967","A",
"6","4","1979-07","0.028038693","A",
"6","5","1979-07","0.055848287","A",
"6","6","1979-07","0.018898233","A",
"6","7","1979-07","0.061398123","A",
"6","9","1979-07","0.090220719","A",
"7","Total","1979-07","0.972730296","A",
"7","21","1979-07","0.972730296","A",
"Total","Total","1979-06","0.31130488","A",
"1","Total","1979-06","0.476621133","A",
"1","22","1979-06","0.276249778","A",
"1","23","1979-06","0.156662638","A",
"1","25","1979-06","0.936528733","A",
"2","Total","1979-06","0.314603563","A",
"2","2","1979-06","0.224360387","A",
"2","10","1979-06","0.295387123","A",
"2","11","1979-06","0.310811676","A",
"2","24","1979-06","0.612009372","A",
"2","26","1979-06","0.816580855","A",
"3","Total","1979-06","0.390394193","A",
"3","12","1979-06","0.778117006","A",
"3","13","1979-06","0.489537044","A",
"3","19","1979-06","0.117866094","A",
"4","Total","1979-06","0.186397967","A",
"4","1","1979-06","0.186397967","A",
"5","Total","1979-06","0.092353551","A",
"5","8","1979-06","0.053123672","A",
"5","14","1979-06","0.139720559","A",
"5","15","1979-06","0.122995827","A",
"5","16","1979-06","0","A",
"5","17","1979-06","0.113458684","A",
"5","18","1979-06","0.103441052","A",
"5","20","1979-06","0.027657098","A",
"6","Total","1979-06","0.143054876","A",
"6","3","1979-06","0.202328332","A",
"6","4","1979-06","0.056077387","A",
"6","5","1979-06","0.063132846","A",
"6","6","1979-06","0.085042049","A",
"6","7","1979-06","0.052626963","A",
"6","9","1979-06","0.096665056","A",
"7","Total","1979-06","1.070649965","A",
"7","21","1979-06","1.070649965","A",
"Total","Total","1979-05","0.352396056","A",
"1","Total","1979-05","0.542823985","A",
"1","22","1979-05","0.332709587","A",
"1","23","1979-05","0.26185041","A",
"1","25","1979-05","0.996457172","A",
"2","Total","1979-05","0.363841129","A",
"2","2","1979-05","0.280276471","A",
"2","10","1979-05","0.336130174","A",
"2","11","1979-05","0.338236235","A",
"2","24","1979-05","0.624832426","A",
"2","26","1979-05","0.973994031","A",
"3","Total","1979-05","0.445025932","A",
"3","12","1979-05","0.89446324","A",
"3","13","1979-05","0.529562085","A",
"3","19","1979-05","0.143363658","A",
"4","Total","1979-05","0.213640747","A",
"4","1","1979-05","0.213640747","A",
"5","Total","1979-05","0.108887435","A",
"5","8","1979-05","0.058436039","A",
"5","14","1979-05","0.182492159","A",
"5","15","1979-05","0.105424995","A",
"5","16","1979-05","0.046816479","A",
"5","17","1979-05","0.132086229","A",
"5","18","1979-05","0.144031844","A",
"5","20","1979-05","0.017285686","A",
"6","Total","1979-05","0.152760664","A",
"6","3","1979-05","0.201550146","A",
"6","4","1979-05","0.070096733","A",
"6","5","1979-05","0.084986524","A",
"6","6","1979-05","0.122838515","A",
"6","7","1979-05","0.131567406","A",
"6","9","1979-05","0.096665056","A",
"7","Total","1979-05","1.12145734","A",
"7","21","1979-05","1.12145734","A",
"Total","Total","1979-04","0.371990305","A",
"1","Total","1979-04","0.576319476","A",
"1","22","1979-04","0.375457728","A",
"1","23","1979-04","0.345776823","A",
"1","25","1979-04","0.989994301","A",
"2","Total","1979-04","0.372138066","A",
"2","2","1979-04","0.287468997","A",
"2","10","1979-04","0.381966107","A",
"2","11","1979-04","0.320867347","A",
"2","24","1979-04","0.652809997","A",
"2","26","1979-04","0.937920178","A",
"3","Total","1979-04","0.467066205","A",
"3","12","1979-04","0.892812938","A",
"3","13","1979-04","0.584981373","A",
"3","19","1979-04","0.163569274","A",
"4","Total","1979-04","0.238195094","A",
"4","1","1979-04","0.238195094","A",
"5","Total","1979-04","0.120697352","A",
"5","8","1979-04","0.063748406","A",
"5","14","1979-04","0.222412318","A",
"5","15","1979-04","0.140566659","A",
"5","16","1979-04","0.031210986","A",
"5","17","1979-04","0.14902036","A",
"5","18","1979-04","0.13093804","A",
"5","20","1979-04","0.026504719","A",
"6","Total","1979-04","0.17765812","A",
"6","3","1979-04","0.243572185","A",
"6","4","1979-04","0.035048367","A",
"6","5","1979-04","0.082558337","A",
"6","6","1979-04","0.103940282","A",
"6","7","1979-04","0.131567406","A",
"6","9","1979-04","0.138553246","A",
"7","Total","1979-04","1.136237668","A",
"7","21","1979-04","1.136237668","A",
"Total","Total","1979-03","0.40256668","A",
"1","Total","1979-03","0.647842201","A",
"1","22","1979-03","0.439579939","A",
"1","23","1979-03","0.59084195","A",
"1","25","1979-03","0.981181295","A",
"2","Total","1979-03","0.401789418","A",
"2","2","1979-03","0.276332183","A",
"2","10","1979-03","0.440534243","A",
"2","11","1979-03","0.316296587","A",
"2","24","1979-03","0.697107819","A",
"2","26","1979-03","1.55117568","A",
"3","Total","1979-03","0.45159112","A",
"3","12","1979-03","0.86723327","A",
"3","13","1979-03","0.518272971","A",
"3","19","1979-03","0.178001857","A",
"4","Total","1979-03","0.249665738","A",
"4","1","1979-03","0.249665738","A",
"5","Total","1979-03","0.131562476","A",
"5","8","1979-03","0.063748406","A",
"5","14","1979-03","0.273738238","A",
"5","15","1979-03","0.109817703","A",
"5","16","1979-03","0.046816479","A",
"5","17","1979-03","0.150713774","A",
"5","18","1979-03","0.153197507","A",
"5","20","1979-03","0.042638026","A",
"6","Total","1979-03","0.205931502","A",
"6","3","1979-03","0.289485152","A",
"6","4","1979-03","0.08411608","A",
"6","5","1979-03","0.08741471","A",
"6","6","1979-03","0.160634981","A",
"6","7","1979-03","0.140338567","A",
"6","9","1979-03","0.112775898","A",
"7","Total","1979-03","1.343162251","A",
"7","21","1979-03","1.343162251","A",
"Total","Total","1979-02","0.475302401","A",
"1","Total","1979-02","0.859060826","A",
"1","22","1979-02","0.499266022","A",
"1","23","1979-02","1.498366232","A",
"1","25","1979-02","1.047572604","A",
"2","Total","1979-02","0.509241565","A",
"2","2","1979-02","0.338744742","A",
"2","10","1979-02","0.954915267","A",
"2","11","1979-02","0.366574947","A",
"2","24","1979-02","0.768217479","A",
"2","26","1979-02","1.554455121","A",
"3","Total","1979-02","0.483713645","A",
"3","12","1979-02","0.927469263","A",
"3","13","1979-02","0.560350578","A",
"3","19","1979-02","0.189066837","A",
"4","Total","1979-02","0.268305535","A",
"4","1","1979-02","0.268305535","A",
"5","Total","1979-02","0.149985946","A",
"5","8","1979-02","0.069060773","A",
"5","14","1979-02","0.273738238","A",
"5","15","1979-02","0.131781243","A",
"5","16","1979-02","0.031210986","A",
"5","17","1979-02","0.174421558","A",
"5","18","1979-02","0.188550778","A",
"5","20","1979-02","0.047247543","A",
"6","Total","1979-02","0.217747244","A",
"6","3","1979-02","0.302714312","A",
"6","4","1979-02","0.070096733","A",
"6","5","1979-02","0.118981133","A",
"6","6","1979-02","0.141736748","A",
"6","7","1979-02","0.140338567","A",
"6","9","1979-02","0.119220235","A",
"7","Total","1979-02","1.315449137","A",
"7","21","1979-02","1.315449137","A",
"Total","Total","1979-01","0.572572658","A",
"1","Total","1979-01","1.2578542","A",
"1","22","1979-01","0.591618138","A",
"1","23","1979-01","3.540575623","A",
"1","25","1979-01","1.029946593","A",
"2","Total","1979-01","0.558071084","A",
"2","2","1979-01","0.38978847","A",
"2","10","1979-01","0.981652895","A",
"2","11","1979-01","0.371145707","A",
"2","24","1979-01","0.765886015","A",
"2","26","1979-01","1.931590857","A",
"3","Total","1979-01","0.510677809","A",
"3","12","1979-01","0.95139863","A",
"3","13","1979-01","0.603454469","A",
"3","19","1979-01","0.210234626","A",
"4","Total","1979-01","0.293756027","A",
"4","1","1979-01","0.293756027","A",
"5","Total","1979-01","0.16368545","A",
"5","8","1979-01","0.058436039","A",
"5","14","1979-01","0.313658397","A",
"5","15","1979-01","0.131781243","A",
"5","16","1979-01","0.140449438","A",
"5","17","1979-01","0.190226748","A",
"5","18","1979-01","0.187241397","A",
"5","20","1979-01","0.061076092","A",
"6","Total","1979-01","0.279357899","A",
"6","3","1979-01","0.37897653","A",
"6","4","1979-01","0.091125754","A",
"6","5","1979-01","0.14811937","A",
"6","6","1979-01","0.141736748","A",
"6","7","1979-01","0.184194369","A",
"6","9","1979-01","0.209440954","A",
"7","Total","1979-01","1.38011307","A",
"7","21","1979-01","1.38011307","A",
"Total","Total","1978-12","0.433844041","A",
"1","Total","1978-12","0.690204145","A",
"1","22","1978-12","0.479101805","A",
"1","23","1978-12","0.809050624","A",
"1","25","1978-12","0.935353666","A",
"2","Total","1978-12","0.446130431","A",
"2","2","1978-12","0.449648842","A",
"2","10","1978-12","0.450720006","A",
"2","11","1978-12","0.401312722","A",
"2","24","1978-12","0.639986944","A",
"2","26","1978-12",,"M",
"3","Total","1978-12","0.486292826","A",
"3","12","1978-12","0.925818962","A",
"3","13","1978-12","0.568560843","A",
"3","19","1978-12","0.191472268","A",
"4","Total","1978-12","0.277625433","A",
"4","1","1978-12","0.277625433","A",
"5","Total","1978-12","0.15093074","A",
"5","8","1978-12","0.063748406","A",
"5","14","1978-12","0.290846878","A",
"5","15","1978-12","0.153744784","A",
"5","16","1978-12","0.062421973","A",
"5","17","1978-12","0.186275451","A",
"5","18","1978-12","0.145341225","A",
"5","20","1978-12","0.051857059","A",
"6","Total","1978-12","0.266276185","A",
"6","3","1978-12","0.355630953","A",
"6","4","1978-12","0.12617412","A",
"6","5","1978-12","0.138406624","A",
"6","6","1978-12","0.094491165","A",
"6","7","1978-12","0.140338567","A",
"6","9","1978-12","0.235218302","A",
"7","Total","1978-12","1.22030078","A",
"7","21","1978-12","1.22030078","A",
"Total","Total","1978-11","0.378399327","A",
"1","Total","1978-11","0.5526756","A",
"1","22","1978-11","0.419415722","A",
"1","23","1978-11","0.307730182","A",
"1","25","1978-11","0.875425228","A",
"2","Total","1978-11","0.388867958","A",
"2","2","1978-11","0.396052928","A",
"2","10","1978-11","0.408703734","A",
"2","11","1978-11","0.320867347","A",
"2","24","1978-11","0.559551426","A",
"2","26","1978-11",,"M",
"3","Total","1978-11","0.438226274","A",
"3","12","1978-11","0.858156614","A",
"3","13","1978-11","0.502878724","A",
"3","19","1978-11","0.163088188","A",
"4","Total","1978-11","0.247694221","A",
"4","1","1978-11","0.247694221","A",
"5","Total","1978-11","0.138884624","A",
"5","8","1978-11","0.015937102","A",
"5","14","1978-11","0.230966638","A",
"5","15","1978-11","0.131781243","A",
"5","16","1978-11","0.078027466","A",
"5","17","1978-11","0.155229542","A",
"5","18","1978-11","0.206882103","A",
"5","20","1978-11","0.041485647","A",
"6","Total","1978-11","0.267964148","A",
"6","3","1978-11","0.369638299","A",
"6","4","1978-11","0.140193467","A",
"6","5","1978-11","0.106840201","A",
"6","6","1978-11","0.160634981","A",
"6","7","1978-11","0.166652048","A",
"6","9","1978-11","0.193330111","A",
"7","Total","1978-11","1.106677013","A",
"7","21","1978-11","1.106677013","A",
"Total","Total","1978-10","0.309268681","A",
"1","Total","1978-10","0.463617001","A",
"1","22","1978-10","0.329483312","A",
"1","23","1978-10","0.21261358","A",
"1","25","1978-10","0.790820373","A",
"2","Total","1978-10","0.297737656","A",
"2","2","1978-10","0.298141776","A",
"2","10","1978-10","0.309392547","A",
"2","11","1978-10","0.249563492","A",
"2","24","1978-10","0.45230407","A",
"2","26","1978-10",,"M",
"3","Total","1978-10","0.364367913","A",
"3","12","1978-10","0.708804357","A",
"3","13","1978-10","0.435144039","A",
"3","19","1978-10","0.130374333","A",
"4","Total","1978-10","0.214357662","A",
"4","1","1978-10","0.214357662","A",
"5","Total","1978-10","0.100384295","A",
"5","8","1978-10","0.026561836","A",
"5","14","1978-10","0.205303678","A",
"5","15","1978-10","0.122995827","A",
"5","16","1978-10","0.078027466","A",
"5","17","1978-10","0.110071857","A",
"5","18","1978-10","0.13093804","A",
"5","20","1978-10","0.023047582","A",
"6","Total","1978-10","0.213527337","A",
"6","3","1978-10","0.288706966","A",
"6","4","1978-10","0.140193467","A",
"6","5","1978-10","0.082558337","A",
"6","6","1978-10","0.151185864","A",
"6","7","1978-10","0.140338567","A",
"6","9","1978-10","0.157886257","A",
"7","Total","1978-10","0.962568821","A",
"7","21","1978-10","0.962568821","A",
"Total","Total","1978-09","0.270046803","A",
"1","Total","1978-09","0.397020084","A",
"1","22","1978-09","0.298430417","A",
"1","23","1978-09","0.16449577","A",
"1","25","1978-09","0.662738025","A",
"2","Total","1978-09","0.254484767","A",
"2","2","1978-09","0.252666455","A",
"2","10","1978-09","0.269922716","A",
"2","11","1978-09","0.223967237","A",
"2","24","1978-09","0.378862945","A",
"2","26","1978-09",,"M",
"3","Total","1978-09","0.337872692","A",
"3","12","1978-09","0.674973183","A",
"3","13","1978-09","0.397171564","A",
"3","19","1978-09","0.11353632","A",
"4","Total","1978-09","0.186397967","A",
"4","1","1978-09","0.186397967","A",
"5","Total","1978-09","0.085976196","A",
"5","8","1978-09","0.063748406","A",
"5","14","1978-09","0.171086399","A",
"5","15","1978-09","0.096639578","A",
"5","16","1978-09","0.015605493","A",
"5","17","1978-09","0.104991618","A",
"5","18","1978-09","0.081181585","A",
"5","20","1978-09","0.024199961","A",
"6","Total","1978-09","0.175970157","A",
"6","3","1978-09","0.242015813","A",
"6","4","1978-09","0.1051451","A",
"6","5","1978-09","0.072845592","A",
"6","6","1978-09","0.085042049","A",
"6","7","1978-09","0.096482765","A",
"6","9","1978-09","0.132108909","A",
"7","Total","1978-09","0.870191775","A",
"7","21","1978-09","0.870191775","A",
"Total","Total","1978-08","0.261701722","A",
"1","Total","1978-08","0.359583947","A",
"1","22","1978-08","0.281895759","A",
"1","23","1978-08","0.120854035","A",
"1","25","1978-08","0.598109317","A",
"2","Total","1978-08","0.258293197","A",
"2","2","1978-08","0.262411167","A",
"2","10","1978-08","0.230452884","A",
"2","11","1978-08","0.235851213","A",
"2","24","1978-08","0.383525873","A",
"2","26","1978-08",,"M",
"3","Total","1978-08","0.352878835","A",
"3","12","1978-08","0.68570014","A",
"3","13","1978-08","0.427960057","A",
"3","19","1978-08","0.123639128","A",
"4","Total","1978-08","0.195359408","A",
"4","1","1978-08","0.195359408","A",
"5","Total","1978-08","0.087393386","A",
"5","8","1978-08","0.03718657","A",
"5","14","1978-08","0.185343599","A",
"5","15","1978-08","0.083461454","A",
"5","16","1978-08","0.015605493","A",
"5","17","1978-08","0.107249502","A",
"5","18","1978-08","0.079872204","A",
"5","20","1978-08","0.031114235","A",
"6","Total","1978-08","0.164998396","A",
"6","3","1978-08","0.219448422","A",
"6","4","1978-08","0.091125754","A",
"6","5","1978-08","0.077701964","A",
"6","6","1978-08","0.085042049","A",
"6","7","1978-08","0.070169283","A",
"6","9","1978-08","0.15144192","A",
"7","Total","1978-08","0.702065551","A",
"7","21","1978-08","0.702065551","A",
"Total","Total","1978-07","0.254591714","A",
"1","Total","1978-07","0.327270649","A",
"1","22","1978-07","0.250842864","A",
"1","23","1978-07","0.121973054","A",
"1","25","1978-07","0.54640635","A",
"2","Total","1978-07","0.244419629","A",
"2","2","1978-07","0.252898472","A",
"2","10","1978-07","0.21390102","A",
"2","11","1978-07","0.225795541","A",
"2","24","1978-07","0.340393784","A",
"2","26","1978-07",,"M",
"3","Total","1978-07","0.345844705","A",
"3","12","1978-07","0.758313392","A",
"3","13","1978-07","0.343804842","A",
"3","19","1978-07","0.106320028","A",
"4","Total","1978-07","0.216329179","A",
"4","1","1978-07","0.216329179","A",
"5","Total","1978-07","0.089046774","A",
"5","8","1978-07","0.058436039","A",
"5","14","1978-07","0.159680639","A",
"5","15","1978-07","0.096639578","A",
"5","16","1978-07","0","A",
"5","17","1978-07","0.108942915","A",
"5","18","1978-07","0.081181585","A",
"5","20","1978-07","0.03802851","A",
"6","Total","1978-07","0.159512516","A",
"6","3","1978-07","0.209332005","A",
"6","4","1978-07","0.091125754","A",
"6","5","1978-07","0.094699269","A",
"6","6","1978-07","0.047245583","A",
"6","7","1978-07","0.105253925","A",
"6","9","1978-07","0.128886741","A",
"7","Total","1978-07","0.676199978","A",
"7","21","1978-07","0.676199978","A",
"Total","Total","1978-06","0.281663155","A",
"1","Total","1978-06","0.363130528","A",
"1","22","1978-06","0.283105612","A",
"1","23","1978-06","0.132044224","A",
"1","25","1978-06","0.601046985","A",
"2","Total","1978-06","0.283728073","A",
"2","2","1978-06","0.30695842","A",
"2","10","1978-06","0.231726105","A",
"2","11","1978-06","0.252305948","A",
"2","24","1978-06","0.355548302","A",
"2","26","1978-06",,"M",
"3","Total","1978-06","0.383594534","A",
"3","12","1978-06","0.883736282","A",
"3","13","1978-06","0.333542011","A",
"3","19","1978-06","0.115460664","A",
"4","Total","1978-06","0.254684145","A",
"4","1","1978-06","0.254684145","A",
"5","Total","1978-06","0.095187931","A",
"5","8","1978-06","0.079685508","A",
"5","14","1978-06","0.171086399","A",
"5","15","1978-06","0.101032286","A",
"5","16","1978-06","0","A",
"5","17","1978-06","0.11684551","A",
"5","18","1978-06","0.092966008","A",
"5","20","1978-06","0.031114235","A",
"6","Total","1978-06","0.159512516","A",
"6","3","1978-06","0.20077196","A",
"6","4","1978-06","0.1051451","A",
"6","5","1978-06","0.089842896","A",
"6","6","1978-06","0.085042049","A",
"6","7","1978-06","0.114025086","A",
"6","9","1978-06","0.148219752","A",
"7","Total","1978-06","0.61984998","A",
"7","21","1978-06","0.61984998","A",
"Total","Total","1978-05","0.312773614","A",
"1","Total","1978-05","0.404310279","A",
"1","22","1978-05","0.285122034","A",
"1","23","1978-05","0.233874938","A",
"1","25","1978-05","0.667438294","A",
"2","Total","1978-05","0.317459886","A",
"2","2","1978-05","0.354753911","A",
"2","10","1978-05","0.278835258","A",
"2","11","1978-05","0.251391796","A",
"2","24","1978-05","0.362542695","A",
"2","26","1978-05",,"M",
"3","Total","1978-05","0.419468595","A",
"3","12","1978-05","0.941496823","A",
"3","13","1978-05","0.393066431","A",
"3","19","1978-05","0.127487816","A",
"4","Total","1978-05","0.29178451","A",
"4","1","1978-05","0.29178451","A",
"5","Total","1978-05","0.115028592","A",
"5","8","1978-05","0.069060773","A",
"5","14","1978-05","0.253778158","A",
"5","15","1978-05","0.109817703","A",
"5","16","1978-05","0.015605493","A",
"5","17","1978-05","0.131521758","A",
"5","18","1978-05","0.112606715","A",
"5","20","1978-05","0.046095163","A",
"6","Total","1978-05","0.175548166","A",
"6","3","1978-05","0.226452095","A",
"6","4","1978-05","0.06308706","A",
"6","5","1978-05","0.08741471","A",
"6","6","1978-05","0.094491165","A",
"6","7","1978-05","0.122796246","A",
"6","9","1978-05","0.180441437","A",
"7","Total","1978-05","0.613383586","A",
"7","21","1978-05","0.613383586","A",
"Total","Total","1978-04","0.337708715","A",
"1","Total","1978-04","0.399187439","A",
"1","22","1978-04","0.322224194","A",
"1","23","1978-04","0.275278636","A",
"1","25","1978-04","0.576370569","A",
"2","Total","1978-04","0.354184037","A",
"2","2","1978-04","0.397445029","A",
"2","10","1978-04","0.28647458","A",
"2","11","1978-04","0.305326764","A",
"2","24","1978-04","0.38702307","A",
"2","26","1978-04",,"M",
"3","Total","1978-04","0.4396331","A",
"3","12","1978-04","0.952223781","A",
"3","13","1978-04","0.431038906","A",
"3","19","1978-04","0.144806916","A",
"4","Total","1978-04","0.314188111","A",
"4","1","1978-04","0.314188111","A",
"5","Total","1978-04","0.142663798","A",
"5","8","1978-04","0.111559711","A",
"5","14","1978-04","0.305104078","A",
"5","15","1978-04","0.105424995","A",
"5","16","1978-04","0.046816479","A",
"5","17","1978-04","0.152971658","A",
"5","18","1978-04","0.174147593","A",
"5","20","1978-04","0.051857059","A",
"6","Total","1978-04","0.194115761","A",
"6","3","1978-04","0.251354043","A",
"6","4","1978-04","0.06308706","A",
"6","5","1978-04","0.104412015","A",
"6","6","1978-04","0.132287631","A",
"6","7","1978-04","0.105253925","A",
"6","9","1978-04","0.190107943","A",
"7","Total","1978-04","0.734397517","A",
"7","21","1978-04","0.734397517","A",
"Total","Total","1978-03","0.373158616","A",
"1","Total","1978-03","0.580457154","A",
"1","22","1978-03","0.430707683","A",
"1","23","1978-03","1.019426167","A",
"1","25","1978-03","0.568145097","A",
"2","Total","1978-03","0.379618912","A",
"2","2","1978-03","0.421342775","A",
"2","10","1978-03","0.39469831","A",
"2","11","1978-03","0.273331444","A",
"2","24","1978-03","0.426657963","A",
"2","26","1978-03",,"M",
"3","Total","1978-03","0.40399351","A",
"3","12","1978-03","0.873834475","A",
"3","13","1978-03","0.39922413","A",
"3","19","1978-03","0.132298677","A",
"4","Total","1978-03","0.327271815","A",
"4","1","1978-03","0.327271815","A",
"5","Total","1978-03","0.138412228","A",
"5","8","1978-03","0.095622609","A",
"5","14","1978-03","0.313658397","A",
"5","15","1978-03","0.083461454","A",
"5","16","1978-03","0.031210986","A",
"5","17","1978-03","0.14902036","A",
"5","18","1978-03","0.161053789","A",
"5","20","1978-03","0.057618954","A",
"6","Total","1978-03","0.220279189","A",
"6","3","1978-03","0.280925107","A",
"6","4","1978-03","0.091125754","A",
"6","5","1978-03","0.123837506","A",
"6","6","1978-03","0.21732968","A",
"6","7","1978-03","0.184194369","A",
"6","9","1978-03","0.170774932","A",
"7","Total","1978-03","0.725159812","A",
"7","21","1978-03","0.725159812","A",
"Total","Total","1978-02","0.482078606","A",
"1","Total","1978-02","0.865365859","A",
"1","22","1978-02","0.507331709","A",
"1","23","1978-02","2.452889307","A",
"1","25","1978-02","0.553456755","A",
"2","Total","1978-02","0.551814377","A",
"2","2","1978-02","0.50602896","A",
"2","10","1978-02","1.46674985","A",
"2","11","1978-02","0.300756004","A",
"2","24","1978-02","0.460464195","A",
"2","26","1978-02",,"M",
"3","Total","1978-02","0.438226274","A",
"3","12","1978-02","0.95057348","A",
"3","13","1978-02","0.409486961","A",
"3","19","1978-02","0.15298538","A",
"4","Total","1978-02","0.350033874","A",
"4","1","1978-02","0.350033874","A",
"5","Total","1978-02","0.161087268","A",
"5","8","1978-02","0.090310242","A",
"5","14","1978-02","0.402053037","A",
"5","15","1978-02","0.131781243","A",
"5","16","1978-02","0.093632959","A",
"5","17","1978-02","0.168212377","A",
"5","18","1978-02","0.199025821","A",
"5","20","1978-02","0.043790405","A",
"6","Total","1978-02","0.251506507","A",
"6","3","1978-02","0.320612588","A",
"6","4","1978-02","0.077106407","A",
"6","5","1978-02","0.169973047","A",
"6","6","1978-02","0.236227913","A",
"6","7","1978-02","0.20173669","A",
"6","9","1978-02","0.177219269","A",
"7","Total","1978-02","0.824927022","A",
"7","21","1978-02","0.824927022","A",
"Total","Total","1978-01","0.503942717","A",
"1","Total","1978-01","0.971369237","A",
"1","22","1978-01","0.544030585","A",
"1","23","1978-01","2.916163108","A",
"1","25","1978-01","0.572845367","A",
"2","Total","1978-01","0.515226241","A",
"2","2","1978-01","0.535031079","A",
"2","10","1978-01","0.900166792","A",
"2","11","1978-01","0.331837171","A",
"2","24","1978-01","0.480281641","A",
"2","26","1978-01",,"M",
"3","Total","1978-01","0.456515011","A",
"3","12","1978-01","0.982754353","A",
"3","13","1978-01","0.440275454","A",
"3","19","1978-01","0.157315155","A",
"4","Total","1978-01","0.38086123","A",
"4","1","1978-01","0.38086123","A",
"5","Total","1978-01","0.183526111","A",
"5","8","1978-01","0.100934977","A",
"5","14","1978-01","0.384944397","A",
"5","15","1978-01","0.149352076","A",
"5","16","1978-01","0.140449438","A",
"5","17","1978-01","0.189662277","A",
"5","18","1978-01","0.247472896","A",
"5","20","1978-01","0.06338085","A",
"6","Total","1978-01","0.286953733","A",
"6","3","1978-01","0.357187325","A",
"6","4","1978-01","0.091125754","A",
"6","5","1978-01","0.150547556","A",
"6","6","1978-01","0.321269961","A",
"6","7","1978-01","0.219279011","A",
"6","9","1978-01","0.280328661","A",
"7","Total","1978-01","0.785204892","A",
"7","21","1978-01","0.785204892","A",
"Total","Total","1977-12","0.386076801","A",
"1","Total","1977-12","0.52351482","A",
"1","22","1977-12","0.465793422","A",
"1","23","1977-12","0.703862853","A",
"1","25","1977-12","0.512916929","A",
"2","Total","1977-12","0.412806664","A",
"2","2","1977-12","0.470298351","A",
"2","10","1977-12","0.425255599","A",
"2","11","1977-12","0.330008867","A",
"2","24","1977-12","0.364874159","A",
"2","26","1977-12",,"M",
"3","Total","1977-12","0.424626957","A",
"3","12","1977-12","0.872184174","A",
"3","13","1977-12","0.438222888","A",
"3","19","1977-12","0.157315155","A",
"4","Total","1977-12","0.356127654","A",
"4","1","1977-12","0.356127654","A",
"5","Total","1977-12","0.168173218","A",
"5","8","1977-12","0.116872078","A",
"5","14","1977-12","0.350727117","A",
"5","15","1977-12","0.136173951","A",
"5","16","1977-12","0.062421973","A",
"5","17","1977-12","0.190791219","A",
"5","18","1977-12","0.183313256","A",
"5","20","1977-12","0.062228471","A",
"6","Total","1977-12","0.259524332","A",
"6","3","1977-12","0.315943473","A",
"6","4","1977-12","0.056077387","A",
"6","5","1977-12","0.162688488","A",
"6","6","1977-12","0.330719078","A",
"6","7","1977-12","0.105253925","A",
"6","9","1977-12","0.280328661","A",
"7","Total","1977-12","0.691904076","A",
"7","21","1977-12","0.691904076","A",
"Total","Total","1977-11","0.352195774","A",
"1","Total","1977-11","0.415344087","A",
"1","22","1977-11","0.40812376","A",
"1","23","1977-11","0.275278636","A",
"1","25","1977-11","0.499403653","A",
"2","Total","1977-11","0.381931173","A",
"2","2","1977-11","0.451969012","A",
"2","10","1977-11","0.291567462","A",
"2","11","1977-11","0.306240916","A",
"2","24","1977-11","0.345056713","A",
"2","26","1977-11",,"M",
"3","Total","1977-11","0.417827298","A",
"3","12","1977-11","0.838352999","A",
"3","13","1977-11","0.460801117","A",
"3","19","1977-11","0.152504294","A",
"4","Total","1977-11","0.336591713","A",
"4","1","1977-11","0.336591713","A",
"5","Total","1977-11","0.149277351","A",
"5","8","1977-11","0.090310242","A",
"5","14","1977-11","0.310806958","A",
"5","15","1977-11","0.114210411","A",
"5","16","1977-11","0.156054931","A",
"5","17","1977-11","0.147891418","A",
"5","18","1977-11","0.205572723","A",
"5","20","1977-11","0.058771333","A",
"6","Total","1977-11","0.243488682","A",
